profile_id,archetype,is_fraud,fraud_severity,case_type,niche,follower_count,following_count,posts_count,account_age_months,avg_likes,avg_comments,avg_views,engagement_rate,like_comment_ratio,follower_following_ratio,view_follower_ratio,growth_spike_score,audience_geo_mismatch,audience_real_ratio,comment_authenticity,profile_pic_flag,bio,sample_comments,post_caption,audience_note
BON-08487,micro_real,0,13.5,normal,travel,2733,56,127,115,229,3,1963,8.52,65.2,48.8,0.72,0.084,0.34,0.804,0.749,0,Nomad Nik - Exploring life's little gems. #travellovers #nomadictraveler,"Love your adventures Nik! 🌍 || #Travel with purpose - awesome! || Each place has its story, just waiting to be told. ❤️",Just got back from Bali! 🏖️ #instatravel #bali,A loyal community of wanderlust travelers sharing tips and pics.
BON-08488,click_farm_audience,1,66.4,masked_fraud,photography,252600,5486,63,70,12836,157,80020,5.14,81.6,46.0,0.32,0.299,0.405,0.696,0.587,0,Popular in street photography - shootin' life in color & black and white.,Love your work! :-) || Great shot! #streetphotography || So cool - that perspective! || Like always! 🌟,Just got back from a fun day out! #photographyjourney,My audience loves candid shots of city life.
BON-08489,bought_followers,1,94.9,masked_fraud,fashion,1258085,12925,65,93,70594,697,2652229,5.67,101.1,97.3,2.11,0.376,0.198,0.588,0.753,0,Fashionista with over 2M followers - sharing chic style tips & trends.,"Love your outfits! || Great style, always! || Can't get enough of your posts! || Stunning looks, as always!","New season, new style - which one will you pick?",Audience loves trendy fashion and stylish photography.
BON-08490,bought_followers,1,52.4,normal,photography,658068,7439,841,99,24147,261,1798586,3.71,92.4,88.5,2.73,0.541,0.5,0.437,0.607,0,Shots from the field - capturing the essence of life through lenses.,Great shot! Love the colors! || So beautiful! Perfect moment captured. || Absolutely stunning! Makes me want to travel. || Your creativity never ceases to amaze me.,A moment frozen in time - your favorite memory?,My audience loves spontaneous and artistic photos shared by nature lovers and travelers.
BON-08491,viral_legit,0,5.3,trap_clean,travel,151903,3554,446,31,11161,112,34290,7.42,99.5,42.7,0.23,0.495,0.373,0.713,0.584,0,Travel lover & photographer - sharing the world's best escapes!,"Just amazing! Can't wait to visit! || Wow, such breathtaking views! || Your photos really capture the magic of travel! || Absolutely stunning - I feel right there!",Just shot this epic view from the top of the mountain! 🌄🏞️ #adventure #naturephotography,My followers are adventure seekers looking for inspiration to explore new places.
BON-08492,engagement_pod,1,59.3,normal,finance,20006,583,851,55,1573,34,12235,8.04,46.2,34.3,0.61,0.426,0.319,0.772,0.641,0,Finance guru sharing insights - follow for expert tips!,Love your analysis! Thanks for sharing. || Great advice as always! || Support back - thanks for the info! || Check it out - great perspective!,Exploring the latest trends in personal finance - join the discussion!,My audience loves to learn about investment strategies and financial literacy.
BON-08493,click_farm_audience,1,85.4,masked_fraud,photography,355967,7591,61,114,9629,138,953229,2.74,69.3,46.9,2.68,0.428,0.307,0.685,0.736,0,Popular photographer sharing tips & tricks. #photography #inspo,Love your pics! -user1 || Great shot! :-) || Awesome work! 😎 || Nice snap! 🌟,Your favorite photo from the week 👇,Audience loves candid photos and behind-the-scenes stories.
BON-08494,click_farm_audience,1,83.0,normal,travel,97387,1230,50,53,5864,72,142268,6.1,80.5,79.2,1.46,0.445,0.476,0.23,0.538,0,Travel lover sharing cheap flights & tips.,Love your photos! #travelgoals || Great tips on budget travel! || Visited Japan last week - so cool. || Traveling solo is so much fun!,Just landed in Phuket - can't wait to explore!,Mainly young people who love affordable travels.
BON-08495,micro_real,0,2.8,normal,music,16538,269,176,104,1809,48,28425,11.24,37.4,61.5,1.72,0.365,0.218,0.807,0.94,0,Love discovering new artists - sharing tracks you won't find elsewhere!,"Glad I found u! Love it here. || So cool, great vibes! || Great music, awesome community! || Thank you, always enjoy your picks!",Exclusive Release - Check out our new track 'Majesty' by @ArtistName #NewRelease #Music,My audience loves unique playlists and feels a strong connection to the artist community.
BON-08496,ai_persona,1,74.7,masked_fraud,sports,68742,3628,44,45,4431,62,70530,6.54,70.5,18.9,1.03,0.301,0.188,0.743,0.753,1,Sports enthusiast sharing workouts and tips.,Great workout routine! :-) || Like it! || Healthy lifestyle advice - thanks! || Keep up the good work!,Just posted - Fitness Challenge: Can you complete all exercises in 30 days? #FitnessChallenge #challenge #healthylifestyle,Audience is mainly health-conscious women interested in fitness and wellness.
BON-08497,bought_followers,1,68.3,masked_fraud,travel,688975,13711,407,82,24042,372,401738,3.54,64.5,50.2,0.58,0.345,0.243,0.67,0.754,0,Exploring the world - sharing stories & tips for solo travelers.,Love your photos! 😍😍 || Great adventure ahead! 🌄✨ || Your travels make me want to pack my bags! || Always learning something new from you!,Just arrived in Bali - can't wait to explore!,"Mainly curious, independent female travelers aged 25-35"
BON-08498,lightly_boosted,0,35.7,normal,wellness,210537,5146,134,17,6211,97,239529,3.0,63.7,40.9,1.14,0.452,0.401,0.639,0.545,0,"I'm passionate about holistic health - yoga, meditation, nutrition.","Great tips! I love practicing yoga too! || Totally agree, we need more balance in our lives. || Yoga has really helped me focus and relax. || Love your post, it's so inspiring!",Finding Inner Peace - Simple Tips for Mental Wellness,My audience loves natural remedies and self-care practices.
BON-08499,authentic_organic,0,15.0,normal,sports,198206,7230,55,60,13171,187,392230,6.74,70.4,27.4,1.98,0.165,0.094,0.846,0.776,0,Gotta keep it short and sweet - my take on the latest sports gear.,"Yup, just follow for the scoop! #sportsstuff || I'm in! What's your fav workout tune? || 'Nerdy but true,' - got ya! || Loved your latest pick - always on point!",Check out this week's top picks in training wear! 🏋️‍♂️👟,My main audience are sporty types who love the latest gear and stats.
BON-08500,click_farm_audience,1,76.8,normal,tech,48437,485,1100,17,2454,26,83872,5.12,93.0,99.9,1.73,0.493,0.612,0.38,0.334,0,Tech enthusiast sharing daily tips & tricks - join the conversation!,Just learned something new! 🌟 || Tech talk FTW! 👍 || Great insights - thanks for sharing! || Always learning from you! 💡,Check out my latest project - it's amazing!,Tech enthusiasts and early adopters
BON-08501,click_farm_audience,1,74.1,normal,comedy,650585,7879,83,18,17280,211,234743,2.69,81.6,82.6,0.36,0.335,0.593,0.321,0.579,0,Laughing out loud at life's funny moments. Share your jokes too!,Hahaha - you're hilarious! 🚀 || LOL - I wish I was as funny 😅 || - Great gig - you nailed it! || WOW - love your sense of humor!,Just watched a hilarious video from @funnyvids channel! #Hilarious #GiggleTime,"Audience loves clean, relatable comedy that makes them laugh uncontrollably."
BON-08502,ai_persona,1,65.7,normal,gaming,297697,3973,85,99,14111,143,233407,4.79,98.6,74.9,0.78,0.566,0.434,0.658,0.615,1,Casual gamer sharing tips & tricks - join the fun!,"Gotta love those late-night streams! || Nice tips, thanks! :) || Always up for a gaming challenge. || Awesome vids, keep it up! 🌟",Just got my new gaming rig! What's yours?,Mainly young gamers looking for advice and reviews.
BON-08503,viral_legit,0,19.2,normal,finance,816101,19316,2286,39,31786,371,567572,3.94,85.5,42.2,0.7,0.66,0.123,0.677,0.842,0,Finance expert with a knack for simplifying complex concepts. 📈📈 #FinTech,Love it! So practical advice. || Thanks for sharing these tips! || Exactly what I needed to hear! || Great insights here! 👍🏼,How to Maximize Your Savings - Easy Tips That Work!,Targeting finance enthusiasts and professionals looking for actionable advice.
BON-08504,ai_persona,1,98.2,normal,gaming,51074,1359,230,52,4418,61,84593,8.77,71.9,37.6,1.66,0.523,0.34,0.627,0.497,1,Always learning new tips-join my stream!,Gotta love the community! #lovestreaming || New tricks every day! :) || Keep it fresh man! 😎 || Glad you're here! 🎉,Just tried this awesome new trick - watch the full guide below!,"Audience enjoys short, fun gaming tips and community interactions"
BON-08505,bought_engagement,1,72.1,normal,beauty,35401,460,82,113,3855,30,97140,10.98,124.9,77.0,2.74,0.47,0.202,0.586,0.437,0,Bite-sized beauty tips & makeup tricks to simplify your routine! #beautygoals 🌟,Love it! || Great tips! || So inspiring! || Always learning!,Get ready for a beautiful new season - Start with these easy makeup tricks! 🌅✨,My audience loves simple makeup hacks and skincare advice
BON-08506,lightly_boosted,0,31.8,normal,gaming,57883,2134,1401,11,2929,30,109377,5.11,95.0,27.1,1.89,0.573,0.432,0.859,0.699,0,Gamer from Atlanta sharing tips and tricks.,"Nice stuff here! || Always learning, right? || Good post! || I can learn from you!",Check out my new game tips - hope it helps!,Mainly younger gamers curious about gaming tips.
BON-08507,micro_real,0,21.6,normal,photography,10677,1742,797,25,487,11,18276,4.68,42.4,6.1,1.71,0.096,0.089,0.708,0.822,0,Capture the moment with me - your local photographer.,Love your work! 🌸📸 || So pretty - your photos always inspire! || Absolutely stunning! Perfect lighting. || Your shots are so inspiring - keep it up!,Traveling to new places to capture memories - one shot at a time.,My audience loves unique travel photography and vibrant colors.
BON-08508,engagement_pod,1,62.3,masked_fraud,wellness,63999,1265,751,78,4281,74,88286,6.81,57.8,50.6,1.38,0.308,0.182,0.84,0.782,0,Holistic wellness coach sharing daily tips & tricks.,"Love your tips, tried it - works! || Awesome! I'll definitely give it a try. || Thanks so much, can't wait to see your results. || Your post inspires me to be better, thanks!",Unlocking deeper sleep tonight - simple tricks anyone can follow!,My audience loves natural remedies and quick lifestyle changes.
BON-08509,lightly_boosted,0,47.6,normal,music,294185,22573,164,19,22640,637,535635,7.91,35.5,13.0,1.82,0.418,0.388,0.628,0.733,0,"Dance music lover - sharing mixes, tips, & vibes.",Love it! Great tune! 👍 || Nice track! I love the beat! 🎶 || Catching some great jams here! 👏 || Always on for the best music!,New playlist - your go-to dance hits! 🎶,Audience loves up-and-coming dance producers
BON-08510,bought_followers,1,56.9,masked_fraud,music,622924,8906,74,6,15579,312,135401,2.55,49.9,69.9,0.22,0.359,0.257,0.586,0.706,0,Discover new tunes & connect with artists! #musiclover,"Love your vibe! #music || Always original - so refreshing! || Nice mix, keep it going! :) || Great stuff! 🎶",Catch my latest playlist drop - fresh vibes ahead! 💥,Mainly fans of indie and electronic music in their 20s and 30s
BON-08511,viral_legit,0,23.7,normal,home decor,55013,1608,51,35,3868,39,110126,7.1,99.1,34.2,2.0,0.748,0.058,0.896,0.768,0,Curating cozy corners & inspiring with every shot. #homeadventures,"Love it! Perfect for a small apartment. || Such a cozy vibe! Makes me want to curl up! || Gorgeous, love how it brings warmth into the room! || Trendy and practical, a great pick for any home.",Discover the secret to a warm & inviting space - DIY rustic shelves!,My audience loves minimalist chic homes and vintage decor.
BON-08512,click_farm_audience,1,91.8,normal,music,60788,660,310,49,3437,35,169119,5.71,98.0,92.1,2.78,0.636,0.755,0.388,0.566,0,Dance all night - live and love the beat. #MusicMatters,"Oh my, that melody hits my soul! 🎶❤️ || Loved it! Keep it up, <u>music</u> freak! || Great job! You nailed it - cheers! 😁🎶 || Love your vibe - keep being so awesome! 🎤🔥",A special evening jam session live from our studio! 🎼✨,My audience loves passionate and uplifting music videos
BON-08513,micro_real,0,16.0,normal,beauty,9953,438,629,46,1105,22,27610,11.33,49.6,22.7,2.77,0.181,0.261,0.978,0.79,0,Beauty guru with over 1M followers - natural skincare tips & tricks.,"Great tips as always! 😊 || Natural ingredients rule! || Love your face, love yourself 💖 || So nourishing - thanks for sharing!",Discover the secret to glowing skin - all in one bottle! 🌟 #skincare #beauty,My little tribe loves organic and affordable beauty products.
BON-08514,ai_persona,1,78.4,normal,comedy,477333,9894,376,69,17798,136,776071,3.76,130.7,48.2,1.63,0.803,0.518,0.7,0.542,1,Laugh out loud with funny pics & videos daily!,"Haha, love it! || Nice shot! || Always hilarious! 😄",Check out this latest video - more laughs to come!,Entirely based in humor lovers across the globe.
BON-08515,click_farm_audience,1,88.9,masked_fraud,home decor,541499,6407,328,40,9538,149,1004098,1.79,63.8,84.5,1.85,0.424,0.415,0.723,0.711,0,I love creating cozy home spaces - DIY projects & decor tips!,Gorgeous! I love your color choices! 🌈🎨 || Absolutely perfect - so inspiring! 🏨😍 || This DIY is amazing! Thanks for sharing! ❤️👍 || Love your space - so neat and stylish! 💖 #homey,Share your home decorating journey with us! 🎉 #DIY #HomeDecor,"My audience loves simple, stylish homes and creative DIY ideas."
BON-08516,bought_engagement,1,68.8,normal,fitness,26819,791,742,44,3497,27,20541,13.14,129.0,33.9,0.77,0.504,0.475,0.612,0.428,0,"HIYA! I'm all about fitness - workouts, healthy eats, and inspiring moves! 🏋️‍♀️🥗💪 #FitLife",Great workout routine! 💪 || Always on point with your fitness tips! 🌟 || Love seeing your progress photos! ✨ || Awesome motivational message! 💜,Starting my HIIT session in just a few minutes! Let's make it count! 💪🔥 #FitnessFrenzy,My audience loves balanced lifestyles and feels motivated to lead healthier lives.
BON-08517,engagement_pod,1,46.2,normal,fitness,15685,358,297,38,1785,49,16273,11.7,36.1,43.8,1.04,0.254,0.201,0.613,0.597,0,Fit and healthy lifestyle tips - Join me on my journey!,Love your workouts! Nice one! || Always motivating content - great job! || Healthy eating tips - awesome! || Check out my page too - let's support each other!,Stay strong & fit! Let's make this week count.,My audience loves balanced lifestyles and motivation.
BON-08518,viral_legit,0,18.3,normal,parenting,528145,6740,354,81,35200,674,1123937,6.79,52.2,78.4,2.13,0.869,0.149,0.793,0.784,0,Nurturing families - daily tips & laughs with @mommyinsider 🌺,Adorable! ❤️ || Great advice as always! 🙌 || So happy I saw this! 💖 || Sharing with my family 👪,Parenting's toughest part? Probably making sure they're getting enough sleep! 😴 #sleeplessnocturnes,Our audience loves real parenting insights and tips from parents who truly care.
BON-08519,engagement_pod,1,58.6,normal,travel,48144,2242,71,91,2769,73,67682,5.9,37.6,21.5,1.41,0.301,0.291,0.827,0.599,0,Discover the world one travel story at a time - your ultimate destination guide.,"Love this, check out my page - got some great beach finds! || Beautiful! I'm planning a trip to Bali too - love it! || Great shot! Planning a trip to Phuket now - need a visa sorted soon. || Support back - can't wait to read your next post!",Just arrived in #Phuket! 🏝️ #TravelGoals #IslandLife,My audience loves spontaneous adventures and dreamy tropical getaways.
BON-08520,ai_persona,1,86.4,normal,fashion,85879,1448,585,63,6040,166,53348,7.23,36.3,59.3,0.62,0.638,0.594,0.485,0.412,1,Love vintage finds & trends - sharing style tips daily.,So cool - love it! -F || Every outfit is so chic! -N || Just spotted your latest look -L || Stylish as ever! -C,Can't wait to see your style in the #fashionweek parade! 🌈 runway ready! 🌟,Mainly young women interested in fashion trends
BON-08521,click_farm_audience,1,79.5,normal,fitness,1253273,13210,1832,104,80915,713,2363763,6.51,113.4,94.9,1.89,0.676,0.718,0.524,0.386,0,Fit and fun - sharing workouts and tips for women.,lol it's so funny here! || I love your style! :-) || I need to get fit too! || Always inspiring! 🌟,Start your day right - with a quick morning workout!,Mainly women interested in fitness and lifestyle.
BON-08522,bought_followers,1,69.5,normal,fitness,87376,1215,321,17,5171,43,116473,5.97,119.9,71.9,1.33,0.611,0.61,0.37,0.562,0,Loves helping people reach their fitness goals - share your journey too!,Great advice as always! #fitnessmotivation || I'm ready to start afresh with you - keep inspiring! || Love how you make fitness fun & accessible - thanks for sharing. || Fit life tips - you're the real deal!,Unlock your full potential - try my new workout plan today!,Fitness enthusiasts looking for motivation and tips.
BON-08523,bought_followers,1,60.3,normal,travel,106720,641,361,115,6649,59,228943,6.29,111.2,166.5,2.15,0.724,0.419,0.476,0.467,0,Just got back from Bali! 🌄海岛度假，美不美～,哇塞，好想去！# Bali #海滩 #放松 || 你的照片简直让人流口水！#美食 #美景 || 你拍得真好，我也想去啦！#旅行 #拍照技巧 || 你在那里玩得开心吗？#旅行日记 #晒心情,刚在海边吃了一顿美餐，这味道简直难以忘怀～#美食 #海岛生活,主要面向年轻背包客和社交媒体爱好者
BON-08524,bought_engagement,1,56.1,normal,beauty,200660,5807,116,104,26720,139,282878,13.39,191.8,34.6,1.41,0.492,0.169,0.808,0.321,0,Radiant skin secrets - Follow me to glow!,Great tips! :-) || Love your skin journey! || Gorgeous skin! ❤️ || Your skin care routine rocks! #beauty,Unlock your skin's best- #cleansing routine 🌱✨,"My audience loves clear, healthy skin - especially women in their 20s and 30s."
BON-08525,engagement_pod,1,63.1,normal,sports,78153,1611,670,63,6374,71,23181,8.25,89.5,48.5,0.3,0.364,0.365,0.655,0.531,0,Lover of all sports - shares tips & stats with passion. #sportsgear #fitnessfun,Love your posts! Check out my gear too! || Great insights - love it! Support back! || You inspire me to work harder - thanks! || Fit and fabulous - always learning! #motivation,"Stay fit, stay sporty! New workout playlist - check it out! #workout #playlist","My audience loves fitness and sports, especially women aged 25-40 who want to stay active."
BON-08526,micro_real,0,20.2,normal,gaming,18502,351,150,115,2312,34,4492,12.69,66.1,52.7,0.24,0.255,0.287,0.747,0.842,0,"Gamer since childhood - streamer, player, analyst - connecting with you!","LOL, that move was sick! I've never seen it done like that before. || Awesome stream! Can't wait to see your next game!",New game out? Let's talk about it! 👀 #gamingcommunity,A loyal group of hardcore gamers and players sharing tips & tricks
BON-08527,authentic_organic,0,15.6,normal,gaming,119424,4523,341,50,11448,117,210160,9.68,97.4,26.4,1.76,0.097,0.168,0.928,0.681,0,"Gamer since I was 5 - sharing tips, tricks & reviews.",Great tip! Thanks! || Always so helpful! || LOL your channel rocks! || New game coming soon?,Check out our new game walkthrough video!,My audience loves gaming guides and walkthroughs.
BON-08528,bought_followers,1,64.7,masked_fraud,home decor,460389,6879,68,16,18588,222,302317,4.09,83.7,66.9,0.66,0.497,0.239,0.677,0.64,0,I decorate homes beautifully. Follow me for inspiration! #HomeDecor #LivingRoomDesign,"Beautiful, as always! 💖 || Love your creativity in home decor! 🌟 || Wow, that room looks amazing! Can't wait to see more! || Your color palette is so soothing! 😍",Gorgeous living space - every little detail counts! 🔗 for the source - Thanks for the views!,My audience loves eclectic home decor with a touch of luxury.
BON-08529,viral_legit,0,22.5,normal,comedy,104387,2346,1335,87,4875,58,58323,4.73,83.3,44.5,0.56,0.679,0.361,0.843,0.848,0,Laugh big! Share the joy of comedy with friends near & far.,"Haha, I love it! || Great stuff! I'm in! || LOL, you nailed it! || Bravo! So relatable.",The best part of my day was watching my video - it made me feel...,Our audience loves sharing laughs with a good joke.
BON-08530,micro_real,0,5.4,normal,music,3156,98,282,35,314,4,8439,10.12,63.6,32.2,2.67,0.365,0.312,0.78,0.838,0,The Music Maven - Discover hidden gems in indie tunes.,Love your picks! || Great music choices! || Can't get enough! || Keep it fresh!,New Playlist: Dive into some new sounds!,"A warm, loyal community passionate about music."
BON-08531,click_farm_audience,1,64.9,normal,photography,43616,792,125,82,1541,19,86586,3.58,81.1,55.1,1.99,0.655,0.669,0.427,0.39,0,Great shots! Capturing moments - life's beauty.,Beautiful shoot! 🌸 || Love your photos! 🌟 || Great pics! 👍 || Inspiring shots - keep it up! 😊,Capture the moment!,Families and photography enthusiasts
BON-08532,bought_followers,1,70.2,masked_fraud,food,468177,12485,1482,77,24849,505,133572,5.42,49.2,37.5,0.29,0.553,0.243,0.596,0.669,0,I love trying out new local foods in NYC. #foodie #nycfood,"Yum, sounds delicious! || Can't wait to try it! || Love your posts! || Fresh food always hits the spot!",Just tried this amazing local restaurant - gotta try it too!,My audience loves unique NYC dining experiences.
BON-08533,bought_engagement,1,87.7,masked_fraud,comedy,133766,2985,1165,108,8286,69,137274,6.25,119.2,44.8,1.03,0.385,0.203,0.844,0.667,0,Laugh out loud with @JennyTheComedian - Cracked up watching her latest video! 🤣 #comedy,"Haha! 😂 || LOL, she's amazing! || Great comedy timing! || She always makes me laugh! 💖",New video is here to make you LAUGH ALL OVER! Watch it & spread the joy. 😄,Audience loves quick-witted humor and relatable jokes
BON-08534,bought_engagement,1,78.5,masked_fraud,beauty,103713,3267,208,95,8524,118,202433,8.33,72.2,31.7,1.95,0.413,0.2,0.72,0.65,0,Radiant skin tips every day! #beautyjourney,Gorgeous skin - Love it! 💙 || Your makeup looks so natural - amazing! ✨ || Lovely skincare routine - bookmarked! || Great post - always inspiring!,Discover my new favorite toner - which one is your go-to? 🌿,"My audience loves healthy, glowing skin"
BON-08535,click_farm_audience,1,51.5,masked_fraud,fashion,40594,468,857,84,981,17,51988,2.46,55.8,86.7,1.28,0.426,0.336,0.703,0.733,0,Always on top with chic finds. Fashion lover to the bone!,Love it! 😊 || Nice catch-up @fashionista - hope u r having fun! || What's the new color trend you're loving? || Can't wait to see ur next outfit!,Check out my latest edit - all the new finds I couldn't resist!,"Audience loves trendy fashion, enjoys seeing up-and-coming styles."
BON-08536,bought_engagement,1,54.8,normal,beauty,258357,8083,431,57,41560,311,580495,16.21,133.3,32.0,2.25,0.584,0.183,0.663,0.271,0,Gorgeous makeup tips & beauty routines. Makeup lover here.,Nice! || Absolutely perfect. || Love your tips! || :1st_place_medal:,New favorite eye shadow palette - it's amazing!,Beauty enthusiasts seeking inspiration in makeup.
BON-08537,click_farm_audience,1,57.7,normal,home decor,434172,4254,120,117,27700,326,507325,6.46,84.9,102.1,1.17,0.334,0.602,0.629,0.548,0,Decorating with personality - DIY projects & inspiration.,"Interesting project! 👍 || Love it! DIY makes everything better. || Nice touch! 🌟 || Wow, so creative! 💡",Check out my latest diy home decor!,My audience loves creative DIY home decor ideas.
BON-08538,bought_followers,1,84.2,normal,beauty,1734769,18764,124,101,54007,1391,370327,3.19,38.8,92.5,0.21,0.45,0.5,0.341,0.746,0,Beauty lover & creator - daily makeup tips & tricks.,Great tips! Love your color palette too. || Nice post as always! 💃 || Your makeup looks natural and so pretty. || Inspiring makeup look - always learning!,Fresh makeup looks - how I make it last all day!,Primarily female beauty enthusiasts interested in DIY makeup tutorials.
BON-08539,ai_persona,1,97.6,normal,music,535975,18320,717,111,18438,305,462164,3.5,60.3,29.3,0.86,0.523,0.498,0.591,0.409,1,I love discovering new tunes and rocking out with my friends! Share your jams @MusicLoverFan.,"Great tune, totally feelin' it! || Love the groove, so pumped! || Awesome performance, cheers! || Keep it groovy!",New track released - check it out & share your thoughts! 🎶🎶 #NewRelease #MusicMoment,"My audience loves indie rock and hits, often sharing live shows and favorite songs."
BON-08540,lightly_boosted,0,32.6,normal,music,49274,718,1203,17,1098,18,28724,2.27,61.0,68.6,0.58,0.259,0.219,0.851,0.561,0,Making beats & sharing tunes! Feel the vibe.,"Love your groovy beats dude! || Nice flow, keep it up! || Every song has a story - great stuff! || Catching the beat - awesome track!",Check out our latest hit - new music coming soon! 🎶,Mainly indie artists and music lovers worldwide.
BON-08541,ai_persona,1,92.7,normal,music,252514,6188,519,44,9682,111,494827,3.88,87.0,40.8,1.96,0.269,0.427,0.59,0.438,1,Dive into the rhythm - your go-to spot for the latest tunes & tips!,Great tune! I love it! || I can feel the beat already! || Always on point with the best music! || Your playlist always keeps me on my toes!,🎵 Enjoy these new tracks that got me grooving all night long. 🎵,"My audience loves deep house and electronic music, often dancing along in their living rooms."
BON-08542,lightly_boosted,0,34.5,normal,gaming,176737,3088,244,96,3301,21,491980,1.88,155.1,57.2,2.78,0.487,0.307,0.777,0.773,0,Gamer and streamer sharing tips & tricks - Join the community!,"Love your videos! Great advice! :-) || Nice playlist! Check out my tips too! #gamingcommunity || Really helpful tips! Thanks for sharing - follow me for more! || Always learning from you, great job! 👍",Just got the new keyboard for better gaming! What mods do you use?,My audience is hardcore gamers looking to improve their skills.
BON-08543,click_farm_audience,1,75.6,normal,comedy,120296,3041,213,6,5991,155,195260,5.11,38.5,39.6,1.62,0.606,0.586,0.352,0.433,0,Just chatted with some funny folks - hilarious! #comedychat,"lol, sounds like fun! || R u gonna tell us the jokes? || Haha, what did they say? || Can't wait to hear more!",Watch this! A great joke from our friends. 🎉😂,"Audience loves relatable comedy, especially those who appreciate quick wit."
BON-08544,authentic_organic,0,17.8,normal,tech,214048,3151,701,20,8625,142,406574,4.1,60.5,67.9,1.9,0.341,0.137,0.732,0.845,0,Tech guru sharing the latest gadgets - join the conversation! #techgeek,Nice one! I love your cool hacks! || Just bought the new gadget you mentioned - thanks for the heads-up! || Love how you keep us updated with the newest tech stuff! || Always got the inside scoop! Can't wait to see what you share next.,Check out this amazing new device - it's changing everything! #newproduct #excited,Tech enthusiasts and early adopters who follow the latest in gadgets and devices
BON-08545,engagement_pod,1,69.5,masked_fraud,food,9372,258,142,64,658,12,20694,7.16,51.3,36.3,2.21,0.255,0.221,0.756,0.663,0,Explore tasty recipes & cooking tips- share the joy of food!,"Love this, check out my page - Sarah || Great recipe - follow me @mysource for more- John || I love it! - support back with your likes - Jane || Yummy dish! - I'm in - Alex",Just made this recipe - simple yet delicious! Try it out!,My audience loves healthy and easy-to-follow recipes.
BON-08546,lightly_boosted,0,13.8,normal,travel,65839,1748,178,49,3115,74,93586,4.84,41.7,37.7,1.42,0.465,0.387,0.541,0.521,0,Exploring the world - photos & tips from my travels,"Love your colorful shots! || Great view! || Wow, the colors are so vivid! || Looks like a magical place!",Just returned from #CapeTown #SouthAfrica. See you there!,Mainly young backpackers and travelers
BON-08547,bought_followers,1,73.3,masked_fraud,music,1577728,24989,44,58,76804,634,2599313,4.91,121.0,63.1,1.65,0.384,0.411,0.622,0.687,0,Just discovered a new indie band! #MusicLover,"Yay, love new bands! 🎶 || What's your fav genre? #MusicLife || Awesome playlist! 😊 || So cool, I'm following!",Here's my latest track - check it out! 🌙,Mainly college kids and young adults in urban areas
BON-08548,lightly_boosted,0,17.8,normal,food,44175,1525,1258,90,2965,27,65542,6.77,109.6,29.0,1.48,0.479,0.284,0.68,0.8,0,"Eats, talks, shares food. Based in San Francisco.","Yum, can't wait to try it! -Jenny || Love the flavor combo! 👍 -Alex || Such a nice presentation -Sarah || Nice shot, great colors! 😊 -Molly",Check out our latest recipe #FoodieFave 🌟,A mix of food enthusiasts and home cooks sharing kitchen tips.
BON-08549,authentic_organic,0,17.0,normal,sports,46910,1586,1604,15,2509,55,86275,5.47,45.0,29.6,1.84,0.214,0.171,0.857,0.85,0,Gotta keep it short but sweet - sharing stats & tips for NBA fans!,- Nice analysis! Love how you break down plays. || - Gotcha on that latest game! 🏀 || - Can't agree more with your pick of the week! || - Thanks for making basketball so exciting to watch!,Catch my quick rundown of the key plays in today's game! 🏀 #NBAAction #BasketballLover,My audience loves breaking down games and stats - mostly NBA fans
BON-08550,lightly_boosted,0,33.8,normal,food,22961,407,388,41,1169,8,53424,5.13,139.8,56.4,2.33,0.438,0.16,0.617,0.804,0,Food lover sharing recipes & tips - follow for tasty ideas!,"Great recipe! Can't wait to try it out! || Love your colorful plates - so inspiring! || Yum, looks delicious - bookmarking for future meals! || Thanks for sharing - always useful tips!","Just made these amazing stuffed peppers - filling, healthy, & delicious!","My audience loves simple, healthy recipes they can easily make."
BON-08551,lightly_boosted,0,41.1,normal,photography,296236,16638,2399,64,9751,171,761791,3.35,56.8,17.8,2.57,0.478,0.407,0.791,0.846,0,"Love capturing moments, sharing stories through photos.","So pretty! 🌸 || Great shot! 👍 || Love your angle - so unique! 😍 || Always inspiring, keep it up!",A beautiful sunset - capturing the end of a day!,My audience loves candid portraits and travel photography.
BON-08552,ai_persona,1,78.2,masked_fraud,parenting,21578,421,797,21,1679,18,38147,7.87,90.1,51.3,1.77,0.34,0.273,0.767,0.741,1,A mom blogger sharing tips & life updates with parents.,Great advice! -thanks! || I love your post! || So insightful! || Thanks for sharing!,Here's how to make nap time more peaceful for babies.,Mainly mothers of young children in urban areas.
BON-08553,viral_legit,0,20.4,normal,home decor,948130,12318,48,102,69997,670,2470912,7.45,104.4,77.0,2.61,0.751,0.227,0.717,0.71,0,Renowned for my unique takes on modern home decor - every post a masterpiece.,"Love it! So fresh and inspiring! || Can't wait to decorate with these ideas! || Your taste is amazing, so original! || Every new idea makes my heart beat faster!",Transforming old furniture into stunning new works of art! #DIY #DecoratingTrends,A mix of creative home decorators and enthusiasts seeking fresh inspiration.
